cp	max_depth	min_split	minbucket	ganancia_promedio
-0.799	6	1310	610	9746000
-0.799	6	1310	620	9899333
-0.799	6	1310	630	9928000
-0.799	6	1310	640	9981333
-0.799	6	1310	650	9733333
-0.799	6	1310	660	9750667
-0.799	6	1310	678	9601333
-0.799	6	1320	610	9887333
-0.799	6	1320	620	9899333
-0.799	6	1320	630	9928000
-0.799	6	1320	640	9981333
-0.799	6	1320	650	9733333
-0.799	6	1320	660	9750667
-0.799	6	1320	678	9601333
-0.799	6	1330	610	9887333
-0.799	6	1330	620	9899333
-0.799	6	1330	630	9928000
-0.799	6	1330	640	9981333
-0.799	6	1330	650	9733333
-0.799	6	1330	660	9750667
-0.799	6	1330	678	9601333
-0.799	6	1340	610	9887333
-0.799	6	1340	620	9899333
-0.799	6	1340	630	9928000
-0.799	6	1340	640	9981333
-0.799	6	1340	650	9733333
-0.799	6	1340	660	9750667
-0.799	6	1340	678	9601333
-0.799	6	1345	610	9887333
-0.799	6	1345	620	9899333
-0.799	6	1345	630	9928000
-0.799	6	1345	640	9981333
-0.799	6	1345	650	9733333
-0.799	6	1345	660	9750667
-0.799	6	1345	678	9601333
-0.799	6	1355	610	9887333
-0.799	6	1355	620	9899333
-0.799	6	1355	630	9928000
-0.799	6	1355	640	9981333
-0.799	6	1355	650	9733333
-0.799	6	1355	660	9750667
-0.799	6	1355	678	9601333
-0.799	6	1362	610	9887333
-0.799	6	1362	620	9899333
-0.799	6	1362	630	9928000
-0.799	6	1362	640	9981333
-0.799	6	1362	650	9733333
-0.799	6	1362	660	9750667
-0.799	6	1362	678	9601333
-0.799	6	1370	610	9887333
-0.799	6	1370	620	9899333
-0.799	6	1370	630	9928000
-0.799	6	1370	640	9981333
-0.799	6	1370	650	9733333
-0.799	6	1370	660	9750667
-0.799	6	1370	678	9601333
-0.799	6	1380	610	9887333
-0.799	6	1380	620	9899333
-0.799	6	1380	630	9928000
-0.799	6	1380	640	9981333
-0.799	6	1380	650	9733333
-0.799	6	1380	660	9750667
-0.799	6	1380	678	9601333
-0.799	6	1390	610	9887333
-0.799	6	1390	620	9899333
-0.799	6	1390	630	9928000
-0.799	6	1390	640	9981333
-0.799	6	1390	650	9733333
-0.799	6	1390	660	9750667
-0.799	6	1390	678	9601333
