numero_de_cliente,Predicted
37732816,0
28471994,0
28847154,0
39707740,0
36189929,0
37433500,0
20929213,0
13883726,0
33348478,0
6572354,0
30784065,0
25278870,0
5883890,0
30197068,0
42793114,0
28539859,0
18028090,0
30241754,0
29165966,0
28034163,0
44141583,0
41205186,0
13178294,0
9054461,0
39124984,0
28497715,0
36207145,0
36426073,0
28052347,0
6514279,0
40492431,0
31866960,0
34655158,0
31162951,0
41621777,0
42920289,0
26774941,0
37450182,0
29054933,0
35160945,0
42771830,0
31517643,0
15033439,0
21010944,0
20098233,0
22518563,0
27830629,0
44682050,0
21367358,0
6972615,0
18865428,0
22407084,0
40844108,0
41265706,0
4909783,0
7388682,0
34162606,0
21855031,0
5703299,0
22349945,0
19957829,0
41781182,0
41788838,0
32017266,0
28538715,0
52289985,0
37994859,0
32391753,0
39105063,0
28850591,0
18419372,0
31985363,0
40620480,0
5172762,0
13438365,0
28779679,0
28808267,0
27099775,0
18343079,0
36348322,0
30063513,0
19042913,0
26908402,0
12674144,0
40733234,0
26175858,0
9094937,0
34944605,0
23822836,0
20154072,0
24585112,0
28709760,0
32000176,0
21440325,0
19126224,0
29822989,0
24811351,0
35854724,0
35111889,0
58186946,0
32699745,0
41102510,0
25008099,0
8884947,0
16164626,0
29339061,0
48656419,0
19716910,0
12590879,0
36942950,0
35284610,0
29182679,0
21861829,0
21007652,0
6738278,0
34085530,0
36316369,0
21235688,0
35152839,0
5457777,0
24052905,0
16294142,0
7459006,0
34462556,0
11373830,0
36618119,0
46859717,0
7427194,0
19095468,0
15913610,0
53646867,0
8618851,0
32857416,0
20315540,0
28127459,0
25051026,0
56078139,0
20912411,0
8090749,0
26854542,0
14663570,0
17278374,0
5551557,0
6609887,0
7339811,0
8238105,0
12482975,0
32148537,0
14358368,0
27315247,0
28999194,0
34704766,0
27443635,0
13560456,0
43993564,0
6241020,0
22119154,0
30330240,0
4929773,0
20301318,0
13549775,0
30243055,0
19450427,0
21627755,0
23678760,0
41797835,0
18273734,0
39513876,0
22925154,0
7414345,0
44602583,0
46907545,0
38124176,0
46406621,0
40062498,0
24637404,0
36733151,0
5249895,0
21371536,0
45459164,0
50842125,0
50232826,0
21240573,0
27609762,0
8881230,0
34840244,0
23481414,0
24240225,0
36740201,0
36818826,0
27636918,0
19468152,0
41430944,0
16727477,0
40381112,0
36671708,0
52218379,0
26537744,0
45078158,0
24363250,0
7636575,0
8494299,0
30259755,0
16017810,0
43166656,0
32756461,0
18241948,0
42071280,0
